Data,Label
ফালতু নাটক। মোশাররফ করিম নিজেই নিজের পায়ে কোরাল দিচ্ছে।,0
সে এখন নিজের জনপ্রিয়তার বারোটা বাজাতে নেমেছে। ফালতু নাটক,0
মোশারফ তোমার ভেলু শেষ তোমার এই ফালতু নাটক আর কেউ দেখেনা,0
ফালতু hoyechhe.. Mosaraf বাবু keno নিজের অভিনয়ের joulous ke অপমান করছেন বুঝতে parlamna... Ager natok gulor copy kore হাসি তৈরির চেষ্টা.. কাহিনী এক্কেবারে ফালতু...,0
সব ই পাগল।পাগলের দল।পরিচালক প্রযোযগ সব পাগল,0
এটা কোনো নাটক হলো? না ঢাকাইয়া না অন্য কিছু। লোক ঠকানো নাটক হচ্ছে আজকাল।,0
নিশুর নাটক দেখতে দেখতে এখন মোশাররফের নাটক গুলো ক্ষ্যাত মনে হয়! বাজে হইছে,0
ফালতু.......,0
এখন এই সব খোর টাইপের নাটক একদম জঘন্য লাগে।আর পরিচালকে কথা কি বলব? তার মেকিং সেন্স খুব খারাপ। যে পরিমাণ রোলিং করছে সেটা দেখে মাথা ঘুরায় বাল!!!!,0
কি সব ফালতু নাটক। অনেক দিন থেকে ভাল নাটক দেখি না।,0
যতসব ফালতু নাটক,0
খুবই বাজে নাটক,0
ফালতু নাটক,0
সেফুদার মত শব্দবোমা মারলেও শান্তি হবে না। এই যুগে এত বাজে কন্সেপ্ট   মোশারফ করিম তার মূল্য কমাচ্ছেন,0
পুরাই ফালতুঅভার এক্টিংনাটকের স্ক্রিপ্ট একদম বাজে।এভাবে চিলতে থাকলে বাংলা নাটক হারিয়ে যাবে।,0
ভাল লাগলো না।,0
অনেক খোর হইছে এখন খোর বাদ দেন..,0
সেই রকম ফালতু নাটক?,0
ফালতু একটা নাটক,0
সব পাগলের দল,0
ফালতু নাটক,0
ফালতু একটা কথা মাথায় রাখা উচিত। জোর করে কমেডি বানানো যায় না। মোশাররফ করিম এর কাছ থেকে এরকম কিছু আশা করি না।,0
ফালতু নাটক,0
কোন আবালে নাটক বানাইছে? ১৮ঃ০০ মিনিটের পরে নাইকার শাড়ী নিয়া একটা বড়সড় ভুল আছে,0
পরিচালক ভাই  আপনার কাছে আমার আবদার  সেই রকম বিরি খোর যদি বানাতেন  আমি মজা পাইতাম ।,0
ফালতু নাটক,0
ফালতু নাটক।,0
ফালতু নাটক,0
এক জিনিস বার বার ভাল লাগে না।,0
বাজে নাটক,0
ভালো লাগে নাই। খুব ই  বাজে কোয়ালিটি,0
একটা নাটক ফালতু হইতে যা যা লাগে সব এতে আছে ফালতু কাহিনী  বাজে ব্যাকগ্রাউন্ড মিউজিক,0
আমার চ্যানেলটা ঘুরে আসবেন আশা করি♣♣♣♣♣♣♣দয়াকরে যাদের হার্ট দুর্বল তারা আসবেন না♦♦♦♦♦,0
আগের মত এত সুন্দর হয় নাই!,0
এত ভালো লাগে নাই,0
ভুয়া নাটক,0
ফালতু নাটক  এই লোকটা টাকার জন্য নাটকের মানের দিকে আর তাকায় না,0
বাজে নাটক,0
শবনম ফারিয়া একজন সস্তা অভিনেত্রী,0
ফালতু নাটাক,0
ফালতু নাটক,0
ফালতু একটা নাটক,0
বাজা‌রে কি ১ টে‌বিল চামচ অাদা বাটা বিক্রি ক‌রে ? লুল,0
ভালো হয় নাই,0
ফালতু নাটক ফালতু স্ক্রিপএতো ভালো এক্টার দিয়ে এসব ফালতু নাটক করালে তাদের ডিমান্ড কবে যাবে।মনে রেখেন। যত্তসব ফালতামি।।,0
অসম্ভব ফালতু নাটক,0
ফালতু কন্টেন্ট ফাল্টু নাটক।,0
ইদানিং মোসারফ করিমের নাটক আগের মত মজা লাগেনা।,0
সবনম ফারিয়া অনেক মোটা হয়ে গেছে,0
নাম হলো কাচ্চি খোর  একবার ও খাইতে দেখায়লো নানাটক টা গরিব গরিব হয়ে গেছে,0
ফালতু নাটক। মোশাররফ করিমের নাটক করার আগে স্ক্রিপ্ট পড়া উচিত।,0
মোশা ভাইয়ের পাগল ভকতোগুলা কই???,0
১৭মিনিটে এক কাপড় পরা এর পর আর এক কাপড় পরা আজব কাহিনী দেখলাম ফোন দিতেছে এক কাপড় পরে ফোন রিসিভ করার পর কথা বলতেছে আর এক কাপড় পরে,0
ভাজে কাহানি,0
ভাই মজা পাইলাম না,0
ফালতু একটা নাটক,0
নাটকটি সেইরকম লাগলোমজার একটা দৃশ্যও দেখেছি,0
ফালতু নাটক বানাইছে আচুদা পরিচালক,0
ভুয়া নাটক। না আছে কোন গল্প না আছে কোন হাস্যরস। আছে শুধু ছাগলামি। বউ যদি পুরান ঢাকাইয়া হয় তাহলে সামনে ভাত দেয়? হে তো সামনে কাচ্চি ছাড়া অন্য কোন রান্নাই পারার কথা না। ফালতু। মোশাররফ করিমের কমেডি ইমেজ দিয়া আর ছাগলামি গেলানো যাবেনা।,0
এর চেয়ে ফালতু নাটক হতেই পারেনা...মানুষকে জোর করে হাসানোর বৃর্থা চেষ্টা,0
আচোদা নাটক বাজে,0
মোশারফ করিম এখন হারিয়ে গেছে...এখন আর আগের মত কোনো কিছুই নাই!!নাটক দেখে আর মজা পাইনা..মোট কথা ইচ্ছা হয়না....,0
পুরাই ফালতু একটা নাটক হইছে।,0
অাগের গুলার মত হয় নাই।গল্প অনেক দূর্বল।,0
এরকম ফালতু নাটক মোশারফ করিম ক্যামনে করে সেটাই প্রশ্ন!!Dislike,0
ফালতু নাটকনামের সাতে নাটকের কোন মিল নাইসেই রকম কাচ্ছি খোর নাটকেকাচ্ছি খাওয়া কোন ছিন নাই।কিছু ভুল বল্লাম??????,0
ফালতু পরিচারক,0
অনেকদিন পর এই নাটকে আলগা সিদ্দিকরে দেখালাম....,0
পরিচালক পাগল নাকি ফারিহা একটা শাড়ি পড়ে কল দে আর একটা শাড়ি পড়ে কল করে।  পাগল ছাগল।,0
ফালতু নাটক,0
সেই রকম ফালতু নাটকটা,0
এই প্রথম দেখলাম মোসার্রাফ করিমের অভিনয় পার্ফেক্ট হয় নাই কারণ রচনাটা সাঁজিয়ে লিখতে পারে নাই।,0
মনটা খারাপ হলেই মোসারফ করিমের নাটক দেখিসত্যিই মন ভাল হয়ে যায়।Love u bossss,0
ফালতু নাটক,0
কি ভয়াবহ ভাবেই না আমাদের সোকোল্ড ডিরেক্টর রা  মোশাররফ করিমের মত একজন প্রতিভাকে নস্ট করছেন! উনাকে জাস্ট সার্কাসের ভাঁড় বানানো হচ্ছে আর কিছুই না! ৩৮ মিনিট পুরাই ওয়েস্ট অফ টাইম!,0
বোকাচোদা নাটকমোশারফ করিম এর নাটক তাই শেষ পরযন্ত দেখলামএকদম বাজে চোদা নাটক,0
সবচেয়ে বাজে নাটক হলো এইটা।,0
ফালতু নাটক,0
গল্প তেমন ভালো না। ঈদের ছুটি সময় পার করছি।,0
ভুয়া নাটক,0
এগুলো কনো নাটকের পর্যায়েই পরে না।করিম সাহেবের টাকার দরকার আছে বুঝিএত নিম্নমানের কাজ করে কেমনে????????????,0
ফালতু নাটক সময় টায় শুধু নষ্ট,0
ফালতুঅভিনয়,0
ফালতু নাটক,0
ফালতো চোদা নাটক  হালারে মার্কেট  আউট  করা যায়  না,0
মেজাজ টা এতো খারাপ হয় যেযা তা লিখে ইতরামি করতে ইচ্ছে হয়।।,0
ফালতু  বাজে একটা নাটক,0
ক্যামেরাম্যানকে জুতা পেটা করার দরকার শালা পাগল চুদা,0
ঈদের নাটক হিসাবে খুব একটা ভাল হয় নাই,0
মোশারফকে আর এখন আগের মত ফেভারেট মনে হয় না উনি একটু চান্স পাওয়ার কারণে ধর্ম নিয়ে টানাহেঁচড়া করা শুরু করছিল তাই উনার জনপ্রিয়তা আজ অনেক কমে গেছে উনি বলছিল যে  হিজাব কোন ফ্যাক্ট না আমরা মনে করতাম মোশারফ করিম একজন ভালো শিক্ষিত কিন্তু এখন দেখতেছি উনি   মূর্খ দলের একজন,0
ফালতো একটা নাটক।সব পাগলের দল,0
এই ঈদের ফালতু নাটকসময়টা নস্ট করলাম,0
এই প্রথম মোশারফ করিমের অভিনয় এক ফালতু একটা নাটক একবারে বাজে একটা নাটক,0
ফালতু নাটক,0
অভিনয় তেমন ভালো হয়নি,0
একি রকম নাটক বার বার ভাল লাগেনা।,0
এই সিরিজের সব চেয়ে বাজে নাটক,0
ফালতু নাটক দেখে সময় লস করার মানে নাই।,0
পুরা নাটকে একটা মাগির ভাড়া করছে তাও আবার অভিনয় করে না,0
যদি সত্যি বলি তাহলে নাটকটি সত্যিই আবালি হয়েছে,0
এমন একটা বাল ছিড়া আঁটি বাধা নাটক বহুকাল বাংলার মানুষ দেখে নাই. .... এই জন্য নাটকের সকল আর্টিস্টকে একটা কইরা ম্যাজেস্টিক কনডম সম্মাননা পুরস্কার দিতে হবে ......,0
যথেষ্ট ফালতু সি ক্যাটাগোরির নাটক। আবাল মার্কা কাহিনি।,0
এর চেয়ে জঘন্যতম নাটক হওয়া সম্ভব না waste of time!,0
মোশাররফের কাছে এগুলা মানায় কারন সে নিজেকে ফেমাস ভেবে চেছরার কাতারে চলে গেচে কিন্তু প্রশ্ন যাগে মনে ফারিয়া একবারো নাটকের স্ক্রিপ্ট দেখেছে নাকি বুইড়া মোশাররফকে দেখে এক্টিং করতে আসছে।রেটিং >./,0
মোশাররফ করিম এর অন্যতম সেরা ফালতু নাটক,0
এটা খুব একটা ভাল লাগে নি। আগের গুলোই ভালো ছিল।,0
পরিচালক সহ সকল কলকুশলী কে অভিনন্দনসফলতার সাথে বস্তাপচা ভাড়ামি নাটক উপহার দিতে পারার জন্য। পরবর্তী এসাইনমেন্ট নেয়ার আগে রেদওয়ান রনী কিংবা ফারুকী সাহেবের ২-১ টা নাটক দেখে নেয়ার অনুরোধ থাকলো অবশ্য যদি আপনাদের অতো সময় হয়!,0
ভালের নাটক ফালতু,0
আমার লাইফে দেখা সবচেয়ে ফালতু নাটক এটা ছিল।,0
সেই রকম হতাশ হয়েছি।অন্য কারো নাটক হলে সম্পুর্ণ দেখতাম না।ভাবতেছিলাম মোশাররফ যখন আছে ফিনিশিং টা সুন্দর হবে।সময় নষ্ট হয়েছে।,0
মোশাররফ হোসেন অনেক ভালো অভিনেতা। কিন্তু সেই ব্যাক্তিত্বহীন।।  যেই কোন নাটকেই অভিনয় করে।।,0
Mosarrof Karim এর অন্য কিছু ট্রাই করা উচিৎ... এসব vaRami আর চলেনা,0
মাগির পো দের  গোয়া তে  লাথি মারা উচিত কি সব নাটক  বানায়সময় এর কি মুল্য নাই নাকি,0
মোশারফ করিমের সবচেয়ে বজ্জা নাটকন।,0
শালাগর চামচামি দেইখা মেজাজ গরম অইয়া গেছে,0
এতো বড় মাপের অভিনেতার কাছ থেকে এরোকম বাজে অভিনয় আসা করিনাই,0
আমি এর থেকে বাজে নাটক আর দেখিনাই...,0
আমার দেখা সবচে ফালতু নাটক,0
আরে ভাই গাজা খাইয়া নাটক বানান সুন্দর  হবে,0
আমি এর থেকে ভালো গল্প ও Direction দিতে পারতাম। আমার মনে হয় ডিরেক্টর ও এক্টর  গাঞ্জা খেয়ে কাজ  করছে।,0
শাউয়ার নাটক ভোদার অভিনয়। মেজাজটাই গরম হয়ে গেল...,0
বাংলা নাটকের কোয়ালিটি যেমন নামছে অভিনেতাদেরও কোয়ালিটি সেরকম ভাবেই নেমে গেছে। মোশাররফ করিমও এখন টাকার পেছনে ছুটে যতসব অখাদ্য কুখাদ্য নাটকে অভিনয় করতেছে।,0
বাজার করতে দেয় নাই কাচ্চির রেসিপি মুখস্ত করে নাটকে দিয়ে দিসে। সেই রকম গান্জাখোর বানান তবুও নাটকের একটা লজিক থাকবে।,0
এর মত ফালতু নাটক আমি আমার জীবনেও দেখি নাই,0
মোশাররফ ভাই আপনার প্রতিভা আছে কাজে লাগান এসব ফালতু নাটক কাজ করা বাদ দেন ???? আপনার অভিনয় অনেক সুন্দর so .......,0
মোশাররফ করিম সাহেব আপনার মতো একজন অভিনেতার গল্প এবং চরিত্র বেছে বেছে কাজ করা উচিত. এটা ফালতু একটা গল্প।,0
শবনম ফারিয়া ভাল করে  কথা বলতে পারেনা,0
আজ কাল Ttiktok এ পোলা-পাইনে অনেক ভাল অভিনয় করে..... ! কাচ্চি-খোর একদম ফালতু....,0
আমার কাছে নাটকটা তেমন ভালো লাগেনি,0
বালের নাটককাচ্ছি পরিচালকের পাছায় ভরে দিলে ভাল হবে।,0
এই নাটক বানানোর চেয়ে না বানানোই ভালো,0
ফাইজলামির একটা সীমা আছে... প্রোডিউসার এর কি টাকা বেশি হয়ে গেছে নাকি? এত্ত ভালো আরটিষ্ট দিয়ে একই ধরনের ফাইজলামি তৈরি করেই যাচ্ছে। এতে নাটক এর ভক্ত আর দর্শক হারিয়ে যাচ্ছে। ষ্টোরি রাইটার কি গাজা খায় নাকি? নতুন কোনো গল্প যা বাস্তবিক আর বর্তমান সমাজ প্রেক্ষাপটে লিখে দিলেই হয়... আর করিম ভাই এইসব কি প্রোডাকশন এর কাজ করেন? আপনি কি বুঝেন না এতে আপনার রেপুটেশন আর ভক্ত হারাচ্ছেন?নতুন কিছু করেন ভাই।।,0
ইতরামির একটা সীমা থাকে। মানুষের সময় নষ্ট করার কারো কোনো অধিকার নাই।,0
আগের মতো মজা লাগেনাই। তার পরও চলে,0
প্রথমে যে চা খোর নাটক ছিল সেটা অনেক ভালো ছিল এরপর যতগুলো খোর এই খোর সেই খোর একটাও খুব একটা ভালো না এই নাটকটা আরো না,0
মোশারফ করিমের আগের নাটকগুলো দেখতেই ভালো লাগে। আর এখন যে নাটকগুলো করে তার মধ্যে কোন সৌন্দর্য নেই।,0
এই ঈদে দেখা সবচেয়ে ফালতু ভাঁড়ামো নাটক।,0
"সেই রকম খোড়" সিরিজের সবচেয়ে ফালতু নাটক এইটা!,0
এই চার পাঁঠার আর কোন কাজ নেই...?  এই নাটকে। শুধু চামচামি করে।,0
এই কুওার নাটক এখন মানুষ দেখেনা,0
নাইয়িকা ভালো হয় নাই মানায় নায়,0
এটা কোন  নাটক না ফান ফালতু  নাটক।,0
অসাধারন ফালতু নাটক ফালতু অভিনয়এ নাটক না দেখে মাহফুজুর রহমানের গান শুনা অনেক ভালো।।।,0
ফালতু নায়িকা নাদিয়া বেষ্ট।,0
না আগের মত মজা নাই।,0
নাটক ও হয় নাই নাটকের যা তো হয়নি খামাখা আমার আধা ঘন্টা সময় নষ্ট এসে ভালোই তো একটা ঘুম দিতাম,0
ঈদের সেরা ফালতু নাটক ।,0
স্ক্রীপ্ট ভাল হওয়া উচিত,0
খুব আশা নিয়ে মোশারফ করিম এর নাটক দেখি।।ফালতু নাটক আর দেখতে চাই না।,0
আমার দেখা মোশারফ করিমের সবচেয়ে ফালতু নাটক,0
মোসারোফজনপ্রিয় নষ্ট করারজন্য এসবকাহিনিবালেরনাটক,0
জমজ ১১ আর কাচ্চিখোর  এই ঈদের সেরা ফালতু নাটক,0
কেন যেন ভালো লাগলো না!,0
মোশাররফ করিম সাহেব আপনার রিটায়ার্ড করা উচিত। নাহলে এমন ভাড়ামির ফলে কয়েকদিন পর কাজ হারা হয়ে পড়বেন। তার থেকে সম্মানের সাথেই বিদায় নিন অথবা আগের জৌলুশ এ ফিরে আসেন।,0
ভাল হয়নি,0
গল্পটা ভাল হয়নি,0
বাজে হয়েছেআশানুরূপ হয়নি,0
বাজারের সস্তা মেয়ে দিয়ে নাটক বানাইলে যা হয় অার কি,0
দেশটা অধঃপতন এ ভরে গেছে,0
নাহ অপ্রত্যাশিত,0
ফালতু নাটক।।। শামিম ও হয়তো  বেলুন দুরগটনায় জন্ম তাই শালা এই ধরনের নাটক করে।।আসলে এখন অনলাইন ভিত্তিক নাটক গুলো বেশি অশ্নীল।।।,0
ফালতু একটা নাটক,0
শামিম সরকারের সকল নাটক ই অশ্লীল।তাই ওর নাটক দেখতে মন চাই না।।,0
বাবা ছেলে কি বাস্তবে কি সম্ভব না সম্ভব না তাই নাটক ভাল না,0
এগুলো কি নাটক না  x.. ফালতু পরিচালক,0
এইরকম ফালতু নাটক ক্যামনে লেখে পরিচালকে!,0
শামীম ভাইয়া একটু বেশি হয়ে গেলআসলে সবকিছুর একটা সীমা রেখে করা উচিত( মাফ করবেন),0
মূর্খ বাঙালি চূদা,0
ফালতু স্ক্রিপ্ট ফালতু কাহিনী..,0
আমার দেখা সবচেয়ে বাজে নাটক এটি এই রকম বালের নাকট দেশের সংস্কৃতিকে ধংস করতেছে।আমি তিব্র নিন্ধা ও খোপ প্রকাশ করিতেছি ।,0
নাটকে এতো ঐশ্বিলতামোটেও ভালো না,0
যৌন সুড়সুড়ি টাইপের এসব নাটক দ্বারা কিশোর বয়সীরাই বেশি ক্ষতিগ্রস্ত হবে।আসেন এসব নাটকের সকল কলাকুশলীদের পরিহার করি।কারণ এসব নোংরা নাটক থেকে শেখার কিছুই নেই।,0
ফালতু নাটক।,0
নাটকের পরিচালক অসুস্থ মস্তিষ্কে এই নাটকের গল্প টা লিখেছেন ।,0
বাপে মাল আনছে ছেলে নাভী দেইখা পাগল হইছে হাইরে বাংলা নাটক সিনেমার মত ধংস হইব বেশি দেরি নাই,0
ফালতু নাটক.....,0
শালার নাটকের পরিচালক এমন খারাপ নাটক বানানো থেকে বিরত থাক ।,0
এই সব অশ্লীল নাটক গুলি দেখে দেখে বর্তমান প্রজন্মের তরুণ তরুণীরা খারাপ হয়ে যাচ্ছে । এই রকুম নাটক করা থেকে বিরত থাকা উচিত ।,0
মাঝে মাঝে এরকম অশ্লীল ভাষা গুলো কি না দিলেই হতোনা ও মোটেই বুড়ো নয় আমি সেটা জানি আপনি তো জানবেনই  ওইযে রাত্রে বেলা হবে না তুই তোর টা নিয়ে প্রোটেকশন নিয়েছিস কাপাও নাটক নষ্ট করার আলামত,0
এই নাটকের পরিচালক সহ অন্যান্য বেশকিছু কলাকুশলীদের শীঘ্রই পরিত্যাগ করা উচিত,0
পরিবারের সবাইকে নিয়ে দেখার মতো নয় আর আমি একা দেখলাম আমার জীবনে এমন কুরুচিপূর্ণ নাটক দেখিনি,0
ফালতু নাটক,0
ভাই এগুলো তো সিনেমার থেকেও খারাপ,0
ভুয়া নাটক,0
কি আজব বাপযদি আমার বাপটা এটা দেখতো,0
কি    আজব,0
কাহিনিটা ছালতু ছিল,0
নাটকের নাম দেখলেই শরীর জ্বলে,0
YouTube এ ভাদাইমার অভিনীত অনেকগুলো অশালীন চরিত্র আছে  শামীম হাসান সরকার দিন দিন এরকম হয়ে যাচ্ছেআমজনতার শামীম ভাই এবার একটু দয়াকরে থামেন,0
বাঙালীদের ভালো করতে যাবেন নাভাল করতে গেলে  নিজেই ছোট হবেন।,0
খানকির পোলারা কি সব বাজে অবস্থা।,0
ফালতু নাটক,0
সবাই পাগল ছাগল,0
বাবা লাষ্ট এ এসে সাদু সাজছেশাউয়া একটা মেয়ে ড্রেস এতটা জগন্য হয় কি ভাবে শালা বাংলাদেশটা গেলো নষ্টে ভরে,0
Single দের জন্য এই নাটক দেখা পাপ,0
ভাইরে কয় কেজি গাজা খাইয়া স্ক্রিপ্ট টা লিখছে বুঝতে পারছি না। ২০০ টাকা রেটের রাস্তার মাগী এনে নগ্ন শরীর দেখাইলেই তা ভাল মানের নাটক হয়ে যায় না  আর বেশি দিন দূরে নাই যে দিন বাংলা ছায়াছবি আর বাংলা নাটক এক কাতারে এসে দাঁড়াবে।আফসোস এই সেক্টর টা ও ধ্বংসের পথে,0
এগুলো নাটক হতে পারেন এগুলো সস্তা অশ্লিলতা ভিউ বাড়ানোর জন্য,0
ছেলেটা ফালতু নাটক করে,0
নোংরামির একটা সিমা থাকা দরকার ফালতু পরিচালকের ফালতু নাটক,0
ব্যপার না চিল বাংলাদেশ ছাড়া সব দেশে বাপ বেটা মাল খাই একসাথে চিল করে।,0
আমার দেখা সব থেকে বাজে নাটক ছিলো এটি শামীম ভাইয়ের জন্য নাটকটি দেখা কিন্তু এমন ফালতু গল্প নিয়ে নাটক করলে এদের সম্মান এরাই নষ্ট করবে এটা শামীম হোক বা অন্ন কেউ।,0
এরকম বিশ্রী এবং অশ্লীল নাটক বন্ধ করুন এখানে যাতে বাবা হিসেবে দেখানো হয়েছে আপনাকে বলতে চাই আঙ্কেল আপনি তো আর বেশিদিন বেঁচে থাকবেন না এরকম নাটকগুলি করতেছেন শুধু শুধু গুনা কামাচ্ছেন  দয়া করে গুলি বন্ধ করেন,0
ফালতু অভিনয় একেবারে বাজে।,0
ফালতু নাটক,0
অভদ্র নোংরা,0
ফালতু একটা নাটক,0
হাসতে হাসতে আমি শেষ হয়ে গেলাম..আজব ডাইরেক্ট এর আজব নাটক,0
শামিম ভাই এইসব ফালতু নাটকে কেন অবিনয় করলেন,0
খুবি বাজে নাটক,0
অসভ্য নোংরা নাটক,0
এমন বাজে নাটকে শামীম ভাই অভিনয় করা মানায় না,0
এক কথায় ফালতু নাটক!!,0
শামিম ভাই আপনি এমন একটা ফালতু নাটক  করবেন বুজতেই পারলাম না।। খুব খারাপ লাগছে,0
শামীম ভাই এই সব কি?? আমজনতার কথা ভাবলেন না বাজে নাটক ১৮+,0
এগুলো কোনো নাটক হতে পারে সস্তা বিনোদন এর আশায় আমরা কতটা নিচে নামতে পারি,0
কাহিনী যেমন তেমন অশ্লীলতা টাই বেশি ছিল।  যা সমাজকে ধ্বংসের পথে নিয়ে যাচ্ছে ।,0
শামীম নিজে আগে অশ্লীলতার বিরুদ্ধে কথা বলত।আর এখন নিজে অশ্লীলতায় পরিপূর্ণ। শীঘ্রই হারিয়ে যাবে।,0
শামিম সরকার এই ৩য় শ্রেণীর নাটক কইরেন না তাতে কেরিয়ার ভাল হবে না। পচে জাবেন আস্তে আস্তে।,0
অশালিন নাটক।।।। সমাজ ধ্বংস কারি।।।।,0
অস্থির নাটক বাবা লাইক  দেন যারা শামিমকে ভালোবাসেন,0
অস্থির নাটক বাবা লাইক  দেন যারা শামিমকে ভালোবাসেন,0
শামিম ভাই এইসব ছোট মানের নাটক করবেন নাআমাদের খারাপ লাগেপ্লীজ,0
প্রত্যেক অপরাধীকে একটা শিক্ষা দেওয়া উচিৎ তাই বলে এরকম অশ্লীল পদ্ধতিতে নয়,0
কি নাটক এইটা শুধু নোংরামী একা দেখা ছাড়া কোন উপায় নাই,0
অশ্লীলতায় পূর্ণ এ নাটক....যে নাটক অামাদের সমাজকে ধ্বংস করে দিতেছে।,0
ফালতু  নাটক,0
এই ফালতি গুলা বাংলা  নাটক কেও ডুবাবে,0
ফালতু নাটক।,0
ফালতু নাটক এইসব নাটক আমাদের সমাজ কে দংশ করে দিতেছে,0
বর্তমানে শামিম সরকার ফারহান কাবিলা এদের অভিনয় যেমন মানুষকে আনন্দ দিচ্ছে  তার ছেয়ে অনেক বেশি সমাজকে অনৈতিক কর্মকান্ডের নানা সুত্র শিখিয়ে দিচ্ছে,0
ফালতু নাটক,0
অভদ্র নোংরা অসভ্য নাটক,0
শামীম ভাই আপনাকে দেখলে আমার একটা নাটকের নাম মনে পরে যায় আপনি যে অভিনয় করেছেন সেটা খুব খারাপ লাগে আপনার জন্য আহারে কতটা কষ্টই না পাইছিলেনআমি নাম বলবোনা লজ্জা লাগেযারা দেখেছে শুধু তারাই বুঝবে আমি কোন নাটকের কথা বলছি।,0
পুরাই অস্থির,0
এইসব নাটক পরিবার নিয়ে দেখার মতো নয় এখনকার নাটকে অশ্লীলতা ভরপুর,0
দেশের নাটক গুলো সস্তা হয়ে গেছে,0
নাটকের মধ্যে সবচাইতে অশ্লীল  নাটক  এভাবে সমাজ ধংস,0
ভাই এভাবে চলতে থাকলে সিনেমার মতো আমাদের গর্ব করার মতো নাটকের ও বদনাম হবে এবং মানুষ নাটকও পরিত্যাগ করবে,0
খুব জগন্য নাটক। এটা কোন ধরনের গল্প?,0
পরিচালক কুত্তার বাচ্ছার কাছে প্রশ্ন এই নাটক থেকে কি শিখবে মানুষ? অশ্লীল জগতের সেরা নাটক,0
অশ্লিলীতায় ভরপুর এসব নাটক করে সমাজ ধ্বংস হচ্ছে,0
বালের নাটক এটা। একদম সুন্দর না,0
এই টা কি নাটক ছিলো না কি ইন্ডিয়ান ১৮+ হট শট প্লিম ছিলো বুজি না। এই নাটক দেখে মানুষ কি শিখবে।সমাজ বলে ও তো একটা কথা আছে।শামীম ভাই প্লিজ কনটেন্ট এর দিখে একটু খেয়াল রাখেন।,0
শামীম নিজের জায়গাটা দরে রকতে পারবে না ফালতু কাজের জন্য,0
ফালতু নাটক বাজনা টা অনেক বিরক্তিকর বাজনার জন্য কথায় বুঝতে পারিনা,0
রাইটার কে ভাই!    এত্তো বাজেবাহত্রা নাটক জীবোনো দেখি নাই!,0
পুরাই গাঞ্জাখুরি নাতকফালতু ।।,0
বাজে এত বাজে নাটক বলার বাহিরে,0
কম দামি বাসি গাজা খেয়ে গল্প লিখলে যা হয়....rd gender based short film,0
ভালো লাগেনি । ফানি ভিডিও বলা যায় । নাটক নয় ।,0
পরিচালক টারে ২টা থাপ্পড় দেয়া উচিত শুরুতে এই রকম একটা পালতু নাটক বানানোর জন্যআর এটা একটা নাটক হলোনা আছে হাসির কিছুনা আছে মজা পাওয়ার মতো কিছুশাওন এর নাটক গুলা ভাল্লাগে তাই সময় নষ্ট করে দেখছিলামবাট সময়টা আসলেই নস্ট করলামআর নায়িকা গুলার গালে থাপ্পড় দেয়া উচিত ৪টা,0
এত lame কেন?,0
বাংলাদেশের মেয়ে গুলার মাথা খাওয়ার জন্য এই সমস্ত নোংরা চিন্তার নাটক বানানো শুরু করছোছ ইতর ফাত্রারা।এই নাটক কালকে সমাজের বাস্তব অবস্থায় রূপ নিবে।  আল্লাহর পথে ডাকার জন্য তো কোন নাটক বানাছ না।  উলটা মানুষ কে জাহান্নামে যাওয়ার জন্য প্রস্তুত করতাছছ।,0
ভালতু নাটক একটা নাটক এতো ফালতু কি করে হয়।,0
দুনিয়ার সব থেকে ফালতু নাটক এইটা।,0
দুনিয়ার সবচেয়ে ফাউল নাটক আইজ দেখলাম।,0
এ-র চে বাজে নাটক আর হয়না।এটা কোন নাটকের মধ্যেই পরেনা।,0
ভাই আপনারা নাটক বানানোর আগে একটু নিজেরা দেখে নিবেন।এক বারে বাজে একটা গল্প।,0
নাটকটা যতই দেখছি ততই রাগ হচ্ছে।,0
এইরকম ফালতু নাটক দেখার অপরাধে কেউ আমাকে ৫ টা জুতার বারি দেন।,0
পুরুষ নির্যাতন এখন নিত্য দিনের ব্যাপার পুরুষ নির্যাতন আইন চাই,0
নাটকের কাহিনী একবারে ফালতু। এত ফালতু নাটক মানুষ  বানায় কেমনে??,0
অনেক ফালতু নাটক দেখেছি কিন্তু এই নাটকের মতো এতো ফালতু নাটক দেখে নাই। এই নাটক টা ফালতু বললেও কম হবে।,0
চরম চরম ফালতু,0
আমার লাইফের সেরা ফালতু নাটক,0
লাইফে দেখা বাজে নাটক গুলোর মধ্যে এইডা প্রথম স্থান অধিকার করছে??এইটা নাটক নাকি ফাইজলামি কিছুই বুঝলাম না??,0
বাংলা নাটক দিন দিন বাজে হয়ে যাচ্ছে,0
এতো ফালতু কিছু জীবনেও দেখিনাই।,0
ভাই ভাষাটা খারাপ করলাম না ভাষা খারাপ করার আগেই এসব আজাইরে নষ্টামি কাহিনীর নাটক বানানো বাদ দিন।,0
টাকার জন্য অভিনেতারা নিম্ন মানের নাটক করতে ও রাজি আছে that's mean এরা তো ভিখারি..এত বাজে একটা নাটক এ কিভাবে রাজি হয়,0
এটা নাটক না যেন পুরুষ নির্যাতন,0
এত ফালতু নাটকও বাংলাদেশে হয়? হা হা হা কিরে শাউইন্না?,0
বাজে নাটক,0
একদম ফালতু নাটক,0
ফালতু একটা নাটক।,0
কারা বানাই এসব ফালতু নাটক,0
